username,followersCount,location_x,id,id_str,rawcontent,replyCount,retweetCount,likeCount,quoteCount,hashtags,created,date_created,time_created,location_clean,cleaned_content,sentiment,location_y,latitude,longitude
Andhravilasnews,2568,USA,1596409388222513152,1596409388222513152,"US bans sale of Huawei, ZTE equipment amid national security fears https://t.co/JWljBUxF7c #BREAKINGNEWS #InternationalNews #NewsFeed #Breakingnews #Viralnews #Modi #TRUMP #SPORTS",0,0,0,0,"['BREAKINGNEWS', 'InternationalNews', 'NewsFeed', 'Breakingnews', 'Viralnews', 'Modi', 'TRUMP', 'SPORTS']",5/10/2010 15:40,5/10/2010,15:40:09,USA,sale Huawei ZTE equipment security fears BREAKINGNEWS InternationalNews NewsFeed Breakingnews Viralnews Modi TRUMP SPORTS,neutral,USA,39.7837304,-100.445882
economics,589744,"New York, NY",1594030259782950912,1594030259782950912,"Trump confronted China over Huawei and 5G. Now Biden has taken the tech race to another level, forcing the world to pick sides https://t.co/crV6g9h67c",0,3,9,0,[],5/15/2010 20:30,5/15/2010,20:30:58,"New York, NY",Trump China Huawei G Biden tech race level world sides,neutral,"New York, NY",40.7127281,-74.0060152
economics,589744,"New York, NY",1592000255507443712,1592000255507443712,"Trump confronted China over Huawei and 5G. Now Biden has taken the tech race to another level, forcing the world to pick sides https://t.co/J9wUlAmy83",0,1,4,0,[],5/15/2010 20:30,5/15/2010,20:30:58,"New York, NY",Trump China Huawei G Biden tech race level world sides,neutral,"New York, NY",40.7127281,-74.0060152
Scottsbriefs,5847,Tehran,1597632843248635904,1597632843248635904,President Trump banned Huawei in March 2019 and Democrats called him “xenophobic“ for doing it #TrumpWasRight #TrumpWasRightAboutEverything,0,2,2,0,"['TrumpWasRight', 'TrumpWasRightAboutEverything']",5/19/2010 0:53,5/19/2010,0:53:56,Tehran,President Trump Huawei March Democrats xenophobic TrumpWasRightAboutEverything,neutral,Tehran,35.6892523,51.3896004
curlycrow,387,undecided,1573682705296162817,1573682705296162817,"enaknya pake huawei itu aplikasi activity record dah built in
lebih powerfull lg kalo pake smartwatch nya

mung kok ya ndadak keno isu soko trump wingi",0,0,0,0,[],5/20/2010 12:38,5/20/2010,12:38:34,undecided,,neutral,undecided,-32.1942143,116.032128
FlaminioG007,2273,"Alpharetta GA, Bogota, Madrid, London",1585659743384662018,1585659743384662018,"@bluestein Isn’t that the same law she heavily criticized President Trump, when signed a law in 2018 that banned federal agencies from using products from some of the largest Chinese tech firm such as Huawei and TickTock???",0,0,1,0,[],5/22/2010 23:27,5/22/2010,23:27:21,"Alpharetta GA, Bogota, Madrid, London",bluestein law President Trump law agencies products Chinese tech firm Huawei TickTock,neutral,"Alpharetta GA, Bogota, Madrid, London",51.5072648,-0.1278328
Johnonstocks,999,"Los Angeles, CA",1581837545360408577,1581837545360408577,"We really are in a new cycle.
Ever since Clinton passed NAFTA, the US has been pushing free trade &amp; open borders.
Trump started changing the R side with tariffs &amp; Huawei ban, now Biden is changing D side with the Chips bill.
National Security in manufacturing is now bipartisan.",0,0,0,0,[],5/27/2010 23:23,5/27/2010,23:23:17,"Los Angeles, CA",cycle Clinton NAFTA trade amp borders Trump R tariffs amp Huawei ban Biden Chips bill National Security,positive,"Los Angeles, CA",34.0536909,-118.242766
Johnonstocks,999,"Los Angeles, CA",1581128870756945921,1581128870756945921,"This will be seen as an attack bigger than Trump’s on Huawei.
They will retaliate somehow. Bad time to invest in China because you might get caught in the middle. Worse time to be in US companies dependent on China like Apple, Tesla, and many others.
Why pick this fight? Why now?",1,0,1,0,[],5/27/2010 23:23,5/27/2010,23:23:17,"Los Angeles, CA",attack Trumps Huawei time China time companies China Apple Tesla fight,negative,"Los Angeles, CA",34.0536909,-118.242766
Agent99XXX,833,USA,1584618260112494592,1584618260112494592,Chinese intelligence officers charged with obstructing Huawei prosecution as DOJ reveals 2 more cases of China interference https://t.co/agG7aMQRyO I smell Trump and the classified documents all over this.,2,0,0,0,[],6/1/2010 18:52,6/1/2010,18:52:16,USA,Chinese intelligence officers Huawei prosecution DOJ cases China httpstcoagGaMQRyO Trump documents,positive,USA,39.7837304,-100.445882
jenniferlevitz,3858,Boston,1585630160258154500,1585630160258154500,"When Donald Trump heard Canada had arrested Huawei's CFO on behalf of U.S. prosecutors, he was surprised. ""Don’t you know she’s the Ivanka Trump of China?”
How the detention of a Chinese tech executive opened acrimonious new era between the U.S. &amp; China. https://t.co/HsDA216wPP",0,0,0,0,[],6/2/2010 21:40,6/2/2010,21:40:36,Boston,Donald Trump Canada Huaweis CFO behalf prosecutors Ivanka Trump China detention Chinese tech executive era amp China httpstcoHsDAwPP,neutral,Boston,42.3554334,-71.060511
Pineconebn,20,,1569633166566072321,1569633166566072321,"Biden Quietly Loosens Tech Export Rules to Chinese Communist Firms Just Days After Huawei Lobbyist's Brother Joins White House. https://t.co/AHresacilb Trump had blocked tech sales to this firm and others because it posed a threat to national security, now Biden sells a favor!",1,0,0,0,[],6/3/2010 11:37,6/3/2010,11:37:14,Unknown,Biden Quietly Loosens Tech Export Rules Chinese Communist Firms Days Huawei Lobbyists Brother Joins White House httpstcoAHresacilb Trump tech sales firm threat security Biden favor,neutral,Unknown,22.8503716,80.6884128
aaronjmate,404595,"Brooklyn, NY",1577077537158463489,1577077537158463489,"Here's Trump in July 2018 lecturing NATO on why the Nord Stream 2 pipeline between Germany &amp; Russia needs to be stopped. I don't think this clip ever aired on CNN and MSNBC, which were only interested in speculating that he was a blackmailed Russian asset: https://t.co/3LREj0qqPH",129,1077,2746,154,[],6/8/2010 19:30,6/8/2010,19:30:09,"Brooklyn, NY",Heres Trump July NATO Nord Stream pipeline Germany amp Russia needs clip CNN MSNBC Russian asset httpstcoLREjqqPH,neutral,"Brooklyn, NY",40.6526006,-73.9497211
henryforneron,344,Paraguay,1597945732564103169,1597945732564103169,"¿Alguien más tiene un #HUAWEI de la generación cuando Trump se peleó con China?
Somos los desterrados hijos de Eva 😓",0,0,0,0,['HUAWEI'],6/12/2010 0:41,6/12/2010,0:41:42,Paraguay,,neutral,Paraguay,-23.3165935,-58.1693445
be2xco,2596,,1583128824690057216,1583128824690057216,"Yeah, same as when Trump took on Huawei...... 

and other countries followed suit.",0,0,0,0,[],6/13/2010 6:20,6/13/2010,6:20:54,Unknown,,neutral,Unknown,22.8503716,80.6884128
Mosta_Pi,1440,Lesotho,1597480207984005121,1597480207984005121,If only Trump hadn't sabotaged Huawei,0,0,0,0,[],6/17/2010 9:12,6/17/2010,9:12:39,Lesotho,,neutral,Lesotho,-29.6039267,28.3350193
JMSM2012,774,"Caracas, Venezuela",1594985694027710466,1594985694027710466,"@realCarola2Hope Contradictorio, porque Trump el mafioso no lo permitirá. El mismo trato de quebrar a Huawei para defender a Apple. Y Elon es muy amigo del mafioso.",0,0,0,0,[],6/17/2010 19:19,6/17/2010,19:19:52,"Caracas, Venezuela",,neutral,"Caracas, Venezuela",10.5060934,-66.9146008
skiyryder,2282,Kentucky,1584950913395216384,1584950913395216384,@DNC @HouseGOP @SenateGOP @JoeBiden Once again President Trump was right and the global elites were wrong. This is why we the people choose him over RINO’s. DOJ Charges Two Chinese Nationals with Obstruction of Justice in Huawei Telecommunications Case https://t.co/kqLAxotuLC,0,0,0,0,[],6/24/2010 0:57,6/24/2010,0:57:22,Kentucky,DNC HouseGOP SenateGOP JoeBiden President Trump elites people DOJ Charges Chinese Nationals Obstruction Justice Huawei Telecommunications Case httpstcokqLAxotuLC,neutral,Kentucky,37.5726028,-85.1551411
EricFitteDuval,872,Paris,1565619046976192512,1565619046976192512,"Trois ans après Trump, Huawei croit encore en ses smartphones https://t.co/XF8Q6UUjXk",0,1,0,0,[],7/5/2010 7:22,7/5/2010,7:22:18,Paris,Trois aprs Trump Huawei croit ses smartphones,neutral,Paris,48.8588897,2.320041
LaLaKristiansen,3294,"SK, BC, FL, and in YOUR mind!",1594602835370561537,1594602835370561537,"Trump x Huawei - How's that situation going? 
Trudeau, in his small roll was acting according to the laws. 
Did Trump and the USA act within the laws? I don't know but this is how it ended
Huawei executive Meng Wanzhou freed by Canada arrives home in China https://t.co/9pWxEFWdQS",1,0,0,0,[],7/7/2010 20:06,7/7/2010,20:06:17,"SK, BC, FL, and in YOUR mind",Trump x Huawei s situation Trudeau roll laws Trump USA act laws Huawei executive Meng Wanzhou Canada China httpstcopWxEFWdQS,negative,,,
LaLaKristiansen,3294,"SK, BC, FL, and in YOUR mind!",1594601431210033152,1594601431210033152,"While we listen to that, Canada we are a part of the West, N.Korea has threatened the USA
China's leadership is unhappy with Canada &amp; flexed heavy when Canada followed the law when Trump demanded action be taken in their investigation w/ Huawei's Meng Wanzhou
How's that going?",2,0,0,0,[],7/7/2010 20:06,7/7/2010,20:06:17,"SK, BC, FL, and in YOUR mind",Canada West NKorea USA Chinas leadership Canada amp flexed heavy Canada law Trump action investigation w Huaweis Meng Wanzhou,negative,,,
XXLordXXnd,188,USA,1596693103578009601,1596693103578009601,"@torrealbangel1 @federicoalves Tienes memoria selectiva? era tik tok porque un amigo de trump quería comprarla. 
Huawei está prohibido desde el 2012 y trump recibió dinero de ZTE para que se vediera en USA.. voy a buscar un link.. 

https://t.co/chLb5wh9kh",0,0,1,0,[],7/8/2010 21:20,7/8/2010,21:20:51,USA,,neutral,USA,39.7837304,-100.445882
BruceWeeWM,2167,Singapore,1594623530985222144,1594623530985222144,"@robert_spalding In the name of transparency, please share what Trudeau has discussed and agreed with Trump to kidnap Huawei CFO Meng Wanzhou.",0,0,1,0,[],7/9/2010 18:22,7/9/2010,18:22:39,Singapore,,neutral,Singapore,1.357107,103.8194992
ad_butler,1226,,1725220292442853684,1725220292442853684,Switch to AdButler. Get all your AdTech under one roof and do more,774,808,7679,25,[],8/13/2010 17:08,8/13/2010,17:08:05,Unknown,Switch AdButler AdTech roof,positive,Unknown,22.8503716,80.6884128
DUM_Carloman,5907,Côte d'Ivoire,1569304304619778048,1569304304619778048,"@Swat_twit Trump connaissait les limites des équipementiers américains et européens en matière de 5G , il a effectivement stopper le déploiement de la 5G huawei et il a vu juste !
Sinon les chinois allaient envahi le monde 😂😂😂",1,0,3,0,[],8/16/2010 17:23,8/16/2010,17:23:19,Cte dIvoire,,neutral,,,
McDweeb2000,227,Dweeb Town ,1592930739808768000,1592930739808768000,"@aliciakearns Your party would have given the UK,s complete phone network over to the CCP Huawei If Trump hadn't stop the Madness",0,0,0,0,[],8/21/2010 16:58,8/21/2010,16:58:14,Dweeb Town ,aliciakearns party phone network CCP Huawei Trump Madness,neutral,,,
jessicacweiss,20243,"Ithaca, NY",1582724086211366913,1582724086211366913,"U.S.-China competition risks becoming an end unto itself, fueling overextension abroad and undermining democracy at home. It's not too late for Xi and Biden to find a way back from the brink. Here's how. https://t.co/J505QHbZi5",60,144,437,27,[],9/2/2010 19:35,9/2/2010,19:35:41,"Ithaca, NY",USChina competition risks end overextension democracy Xi Biden way brink Heres httpstcoJQHbZi,neutral,"Ithaca, NY",42.4374175,-76.5483724
KDilano,486,"Kwale, Kenya",1592921725062115328,1592921725062115328,"@_ClassicBooks_ @Ellycesc @Kiprono_MD @hametuku @Gideon_Kitheka Redmi has just gotten advantage as result of downfall of Huawei due to Trump sanctions on Huawei otherwise if Huawei was still using Android then Redmi wouldn't have been know. The downfall of Huawei was blessiny to Redmi, Vivo, Oppo and Oneplus",1,0,0,0,[],9/8/2010 15:09,9/8/2010,15:09:05,"Kwale, Kenya",ClassicBooks Ellycesc KipronoMD hametuku GideonKitheka Redmi advantage result downfall Huawei Trump sanctions Huawei Huawei Android Redmi downfall Huawei blessiny Redmi Vivo Oppo Oneplus,negative,"Kwale, Kenya",-4.1836067,39.105095
D02S,87,,1597932121318133761,1597932121318133761,@AsiaNews_FR Donc Trump avait raison au sujet de Huawei 😱,0,0,1,0,[],9/16/2010 11:20,9/16/2010,11:20:35,Unknown,,neutral,Unknown,22.8503716,80.6884128
Frankyfrank1st,103,"Toronto, Ontario",1593325740900188160,1593325740900188160,@CTV @CBC Canadian media spreads lie China started the souring of relations this is  wrong Canada started it by siding with Trump's economic war with China in 2017 Canada caved in to US demands &amp; arrested Huawei executive despite no crime China followed arresting the 2 Michaels. https://t.co/XNvRNitoAi,0,0,0,0,[],9/21/2010 15:10,9/21/2010,15:10:55,"Toronto, Ontario",CTV CBC Canadian media spreads China relations Canada Trumps war China Canada demands amp Huawei executive crime China Michaels httpstcoXNvRNitoAi,negative,"Toronto, Ontario",43.6534817,-79.3839347
SilverhairMazi,1139,Online,1597250246026809345,1597250246026809345,Huawei was the shii before Trump's war with China...I hope they get back to that level....The P30 Pro was everything!!!!,1,0,1,0,[],10/8/2010 13:21,10/8/2010,13:21:35,Online,Huawei Trumps war ChinaI hope P Pro,neutral,Online,43.5904719,3.8595132
UltraEdit,3055,,1735790027106337201,1735790027106337201,"Introducing #UltraEdit 2023.2! This update features a revamped macros interface for easier editing, a new plugin architecture with a proof-of-concept feature set, and essential bug fixes. 

Upgrade now for an enhanced editing experience!  https://t.co/lMNyy7ghrL https://t.co/cG1HWDnalN",31,36,622,0,['UltraEdit'],10/26/2010 12:03,10/26/2010,12:03:12,Unknown,UltraEdit update features macros architecture proofofconcept feature bug fixes Upgrade editing experience httpstcolMNyyghrL,neutral,Unknown,22.8503716,80.6884128
sergioautonomo,2920,🇪🇸🇫🇷,1579407648545701889,1579407648545701889,@fafarbubucela @alvariteus Vamos a ver. Trump hizo una guerra comercial con China que ni de lejos está haciendo este ejecutivo. Hizo incluso que empresas como Huawei no pudieran vender en su país. Y al régimen iraní lo atacó donde mas le dolía nuclearmente. En base a qué decís que Trump alimentó el mal?,1,0,0,0,[],10/26/2010 19:03,10/26/2010,19:03:42,,,negative,,34.220389,70.3800314
dun65,405,"Moscow, Russia",1577168493455507457,1577168493455507457,"@STAR_LORD_22 This is the truth, you can ask Trump. It was destroying iPhone big time before they sanctioned it. Huawei it's best in everything",0,0,0,0,[],10/28/2010 16:26,10/28/2010,16:26:10,"Moscow, Russia",STARLORD truth Trump iPhone time Huawei,positive,"Moscow, Russia",55.7505412,37.6174782
czzzrr,496,Baltimore,1588962556781076480,1588962556781076480,"Homeland Security Admits It Tried to Manufacture Fake Terrorists for Trump 

Stuff like this is why I will always be way more concerned with American surveillance than China and TikTok or Huawei or whatever else conspiracy xenophobes come up with 
https://t.co/ngA4KgBvQY",0,0,0,0,[],10/29/2010 14:41,10/29/2010,14:41:50,Baltimore,Homeland Security Admits Tried Manufacture Fake Terrorists Trump Stuff way American surveillance China TikTok Huawei conspiracy xenophobes httpstcongAKgBvQY,neutral,Baltimore,39.2908816,-76.610759
robi10101298,199,Somewhere on Earth,1594224924063051776,1594224924063051776,"@disclosetv If Trump will win, world will collapse even more since he's an old man who doesn't think about the world, he only cares about his businesses and nothing more. 
He banned Huawei and now we're all suffering from this.",0,0,0,0,[],11/3/2010 8:32,11/3/2010,8:32:53,Somewhere on Earth,Trump win world collapse man world businesses Huawei,positive,Somewhere on Earth,34.23314,-102.41075
